date,store_id,product_id,product_name,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality
2024-01-25,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,191,55,70,54,58,0,Cloudy,0,59.83,Low
2024-01-25,1,P002,Britannia Good Day 600g,Snacks,South,112,64,72,59,120,0,Sunny,1,126.06,Low
2024-01-25,1,P003,Aashirvaad Atta 5kg,Staples,South,208,74,82,72,248,0,Sunny,0,239.42,Low
2024-01-25,1,P004,Maggi 2-Minute Noodles,Snacks,South,247,65,66,61,48,10,Sunny,0,47.38,Low
2024-01-25,1,P005,Tata Salt 1kg,Staples,South,137,20,26,23,22,10,Rainy,0,21.41,Low
2024-01-25,1,P006,Coca-Cola 600ml,Beverages,South,198,30,48,33,40,0,Sunny,1,38.99,Low
2024-01-25,1,P007,Parle-G 800g,Snacks,South,267,58,68,55,65,15,Cloudy,0,68.37,Low
2024-01-25,1,P008,Surf Excel 1kg,Cleaning,South,134,20,27,16,220,15,Stormy,0,233.81,Low
2024-01-25,1,P009,Amul Butter 500g,Dairy,South,182,45,46,44,275,20,Stormy,1,280.93,Low
2024-01-25,1,P010,Red Label Tea 500g,Beverages,South,95,62,79,61,255,20,Rainy,0,275.23,Low
2024-01-26,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,74,76,79,73,58,20,Stormy,0,57.76,Low
2024-01-26,1,P002,Britannia Good Day 600g,Snacks,South,127,29,32,28,120,5,Cloudy,0,130.31,Low
2024-01-26,1,P003,Aashirvaad Atta 5kg,Staples,South,185,39,54,43,248,5,Cloudy,0,243.04,Low
2024-01-26,1,P004,Maggi 2-Minute Noodles,Snacks,South,139,25,35,26,48,20,Stormy,0,50.88,Low
2024-01-26,1,P005,Tata Salt 1kg,Staples,South,240,46,62,50,22,10,Cloudy,1,24.04,Low
2024-01-26,1,P006,Coca-Cola 600ml,Beverages,South,103,19,19,21,40,10,Cloudy,0,43.61,Low
2024-01-26,1,P007,Parle-G 800g,Snacks,South,75,72,80,76,65,0,Sunny,0,70.28,Low
2024-01-26,1,P008,Surf Excel 1kg,Cleaning,South,98,48,52,46,220,0,Stormy,0,235.45,Low
2024-01-26,1,P009,Amul Butter 500g,Dairy,South,138,57,74,54,275,5,Cloudy,0,270.82,Low
2024-01-26,1,P010,Red Label Tea 500g,Beverages,South,98,28,30,24,255,0,Rainy,0,234.38,Low
2024-01-27,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,192,81,83,82,58,0,Cloudy,0,56.73,Low
2024-01-27,1,P002,Britannia Good Day 600g,Snacks,South,113,89,91,90,120,10,Cloudy,0,118.63,Low
2024-01-27,1,P003,Aashirvaad Atta 5kg,Staples,South,290,73,83,74,248,5,Cloudy,0,253.12,Low
2024-01-27,1,P004,Maggi 2-Minute Noodles,Snacks,South,81,73,79,71,48,10,Sunny,1,45.04,Low
2024-01-27,1,P005,Tata Salt 1kg,Staples,South,172,25,30,28,22,20,Stormy,0,22.08,Low
2024-01-27,1,P006,Coca-Cola 600ml,Beverages,South,221,21,28,21,40,0,Rainy,0,37.85,Low
2024-01-27,1,P007,Parle-G 800g,Snacks,South,135,92,97,88,65,20,Stormy,0,63.22,Low
2024-01-27,1,P008,Surf Excel 1kg,Cleaning,South,264,61,80,63,220,15,Stormy,0,240.14,Low
2024-01-27,1,P009,Amul Butter 500g,Dairy,South,298,45,60,49,275,15,Cloudy,0,292.7,Low
2024-01-27,1,P010,Red Label Tea 500g,Beverages,South,193,46,57,48,255,5,Rainy,1,249.01,Low
2024-01-28,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,153,62,66,60,58,5,Sunny,0,59.99,Low
2024-01-28,1,P002,Britannia Good Day 600g,Snacks,South,199,45,62,47,120,20,Stormy,0,122.6,Low
2024-01-28,1,P003,Aashirvaad Atta 5kg,Staples,South,293,35,36,33,248,0,Rainy,0,240.15,Low
2024-01-28,1,P004,Maggi 2-Minute Noodles,Snacks,South,268,69,77,64,48,0,Rainy,1,45.89,Low
2024-01-28,1,P005,Tata Salt 1kg,Staples,South,259,51,56,48,22,15,Rainy,0,24.17,Low
2024-01-28,1,P006,Coca-Cola 600ml,Beverages,South,283,81,92,76,40,0,Cloudy,0,41.02,Low
2024-01-28,1,P007,Parle-G 800g,Snacks,South,207,62,75,62,65,0,Stormy,0,62.46,Low
2024-01-28,1,P008,Surf Excel 1kg,Cleaning,South,198,40,42,36,220,0,Cloudy,0,213.23,Low
2024-01-28,1,P009,Amul Butter 500g,Dairy,South,59,57,58,60,275,10,Cloudy,0,298.25,Low
2024-01-28,1,P010,Red Label Tea 500g,Beverages,South,159,32,47,32,255,15,Sunny,1,255.13,Low
2024-01-29,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,74,55,67,54,58,0,Stormy,0,52.5,Low
2024-01-29,1,P002,Britannia Good Day 600g,Snacks,South,117,48,60,46,120,0,Sunny,1,128.43,Low
2024-01-29,1,P003,Aashirvaad Atta 5kg,Staples,South,179,51,69,48,248,10,Rainy,0,246.01,Low
2024-01-29,1,P004,Maggi 2-Minute Noodles,Snacks,South,227,21,35,24,48,20,Rainy,0,44.57,Low
2024-01-29,1,P005,Tata Salt 1kg,Staples,South,164,31,37,26,22,5,Stormy,0,20.81,Low
2024-01-29,1,P006,Coca-Cola 600ml,Beverages,South,173,52,71,50,40,5,Stormy,0,39.41,Low
2024-01-29,1,P007,Parle-G 800g,Snacks,South,240,65,67,66,65,0,Stormy,0,69.26,Low
2024-01-29,1,P008,Surf Excel 1kg,Cleaning,South,232,50,51,49,220,15,Cloudy,0,223.61,Low
2024-01-29,1,P009,Amul Butter 500g,Dairy,South,182,38,38,37,275,0,Cloudy,0,301.17,Low
2024-01-29,1,P010,Red Label Tea 500g,Beverages,South,222,31,34,26,255,0,Sunny,1,262.45,Low
2024-01-30,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,232,49,52,45,58,5,Stormy,1,59.76,Low
2024-01-30,1,P002,Britannia Good Day 600g,Snacks,South,270,52,71,52,120,0,Sunny,0,129.41,Low
2024-01-30,1,P003,Aashirvaad Atta 5kg,Staples,South,169,66,74,69,248,0,Cloudy,1,226.99,Low
2024-01-30,1,P004,Maggi 2-Minute Noodles,Snacks,South,291,51,58,50,48,5,Rainy,0,49.53,Low
2024-01-30,1,P005,Tata Salt 1kg,Staples,South,226,75,89,70,22,5,Rainy,1,23.68,Low
2024-01-30,1,P006,Coca-Cola 600ml,Beverages,South,242,25,29,27,40,10,Stormy,0,41.97,Low
2024-01-30,1,P007,Parle-G 800g,Snacks,South,228,22,24,24,65,0,Sunny,1,68.09,Low
2024-01-30,1,P008,Surf Excel 1kg,Cleaning,South,277,80,90,78,220,20,Rainy,0,232.49,Low
2024-01-30,1,P009,Amul Butter 500g,Dairy,South,235,70,74,69,275,15,Cloudy,1,251.28,Low
2024-01-30,1,P010,Red Label Tea 500g,Beverages,South,160,24,39,19,255,20,Stormy,1,241.12,Low
2024-01-31,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,256,19,36,16,58,0,Stormy,0,55.22,Low
2024-01-31,1,P002,Britannia Good Day 600g,Snacks,South,266,58,75,62,120,10,Stormy,1,119.38,Low
2024-01-31,1,P003,Aashirvaad Atta 5kg,Staples,South,230,23,38,19,248,0,Cloudy,0,228.7,Low
2024-01-31,1,P004,Maggi 2-Minute Noodles,Snacks,South,202,35,42,39,48,0,Cloudy,0,45.83,Low
2024-01-31,1,P005,Tata Salt 1kg,Staples,South,81,40,58,35,22,10,Rainy,0,23.39,Low
2024-01-31,1,P006,Coca-Cola 600ml,Beverages,South,290,70,81,73,40,20,Cloudy,0,42.04,Low
2024-01-31,1,P007,Parle-G 800g,Snacks,South,95,37,44,38,65,20,Stormy,1,60.81,Low
2024-01-31,1,P008,Surf Excel 1kg,Cleaning,South,138,41,53,37,220,0,Sunny,0,229.94,Low
2024-01-31,1,P009,Amul Butter 500g,Dairy,South,144,53,67,50,275,20,Stormy,1,287.8,Low
2024-01-31,1,P010,Red Label Tea 500g,Beverages,South,238,56,56,58,255,0,Rainy,0,258.32,Low
2024-02-01,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,157,44,58,47,58,10,Rainy,1,57.55,Low
2024-02-01,1,P002,Britannia Good Day 600g,Snacks,South,178,32,43,31,120,0,Sunny,1,110.38,Low
2024-02-01,1,P003,Aashirvaad Atta 5kg,Staples,South,147,50,60,53,248,0,Sunny,1,263.63,Low
2024-02-01,1,P004,Maggi 2-Minute Noodles,Snacks,South,218,37,52,40,48,5,Stormy,0,51.34,Low
2024-02-01,1,P005,Tata Salt 1kg,Staples,South,258,78,91,81,22,0,Sunny,0,22.78,Low
2024-02-01,1,P006,Coca-Cola 600ml,Beverages,South,272,43,48,45,40,0,Sunny,0,38.95,Low
2024-02-01,1,P007,Parle-G 800g,Snacks,South,187,32,34,36,65,10,Cloudy,0,58.52,Low
2024-02-01,1,P008,Surf Excel 1kg,Cleaning,South,87,57,70,55,220,5,Sunny,0,202.09,Low
2024-02-01,1,P009,Amul Butter 500g,Dairy,South,53,70,83,67,275,10,Stormy,0,278.38,Low
2024-02-01,1,P010,Red Label Tea 500g,Beverages,South,207,14,31,11,255,20,Stormy,1,245.93,Low
2024-02-02,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,199,73,85,77,58,15,Sunny,0,61.77,Low
2024-02-02,1,P002,Britannia Good Day 600g,Snacks,South,222,43,46,44,120,0,Rainy,0,110.13,Low
2024-02-02,1,P003,Aashirvaad Atta 5kg,Staples,South,269,77,91,80,248,5,Cloudy,0,231.8,Low
2024-02-02,1,P004,Maggi 2-Minute Noodles,Snacks,South,197,18,33,18,48,20,Cloudy,1,46.88,Low
2024-02-02,1,P005,Tata Salt 1kg,Staples,South,118,33,52,37,22,0,Rainy,0,22.88,Low
2024-02-02,1,P006,Coca-Cola 600ml,Beverages,South,247,51,67,48,40,10,Rainy,0,42.82,Low
2024-02-02,1,P007,Parle-G 800g,Snacks,South,118,53,57,51,65,0,Sunny,0,70.69,Low
2024-02-02,1,P008,Surf Excel 1kg,Cleaning,South,139,50,53,51,220,20,Cloudy,0,217.22,Low
2024-02-02,1,P009,Amul Butter 500g,Dairy,South,119,69,77,69,275,15,Stormy,1,254.94,Low
2024-02-02,1,P010,Red Label Tea 500g,Beverages,South,201,59,62,58,255,15,Stormy,1,231.77,Low
2024-02-03,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,212,49,62,51,58,0,Stormy,1,61.01,Low
2024-02-03,1,P002,Britannia Good Day 600g,Snacks,South,119,81,92,84,120,10,Stormy,1,109.12,Low
2024-02-03,1,P003,Aashirvaad Atta 5kg,Staples,South,234,48,51,44,248,0,Rainy,0,227.49,Low
2024-02-03,1,P004,Maggi 2-Minute Noodles,Snacks,South,209,51,61,49,48,20,Stormy,0,46.98,Low
2024-02-03,1,P005,Tata Salt 1kg,Staples,South,169,59,72,62,22,10,Cloudy,0,20.93,Low
2024-02-03,1,P006,Coca-Cola 600ml,Beverages,South,265,22,38,19,40,0,Sunny,0,40.87,Low
2024-02-03,1,P007,Parle-G 800g,Snacks,South,210,96,113,95,65,5,Rainy,0,59.65,Low
2024-02-03,1,P008,Surf Excel 1kg,Cleaning,South,130,43,44,47,220,0,Sunny,0,229.14,Low
2024-02-03,1,P009,Amul Butter 500g,Dairy,South,247,37,50,37,275,0,Sunny,0,256.62,Low
2024-02-03,1,P010,Red Label Tea 500g,Beverages,South,106,32,33,36,255,0,Stormy,1,252.97,Low
2024-02-04,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,137,76,90,78,58,15,Stormy,0,57.53,Low
2024-02-04,1,P002,Britannia Good Day 600g,Snacks,South,241,97,103,96,120,5,Cloudy,0,126.2,Low
2024-02-04,1,P003,Aashirvaad Atta 5kg,Staples,South,169,96,103,95,248,20,Cloudy,1,266.38,Low
2024-02-04,1,P004,Maggi 2-Minute Noodles,Snacks,South,217,57,73,53,48,0,Stormy,0,46.5,Low
2024-02-04,1,P005,Tata Salt 1kg,Staples,South,91,71,90,68,22,15,Rainy,1,21.79,Low
2024-02-04,1,P006,Coca-Cola 600ml,Beverages,South,220,108,126,107,40,0,Rainy,1,37.49,Low
2024-02-04,1,P007,Parle-G 800g,Snacks,South,213,33,37,32,65,20,Sunny,0,61.05,Low
2024-02-04,1,P008,Surf Excel 1kg,Cleaning,South,259,81,90,79,220,15,Stormy,0,211.94,Low
2024-02-04,1,P009,Amul Butter 500g,Dairy,South,52,30,47,32,275,15,Sunny,1,258.61,Low
2024-02-04,1,P010,Red Label Tea 500g,Beverages,South,209,29,44,28,255,5,Cloudy,0,278.86,Low
2024-02-05,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,61,36,46,37,58,0,Rainy,0,63.62,Low
2024-02-05,1,P002,Britannia Good Day 600g,Snacks,South,211,42,45,42,120,0,Rainy,0,111.89,Low
2024-02-05,1,P003,Aashirvaad Atta 5kg,Staples,South,74,40,42,35,248,5,Sunny,1,267.36,Low
2024-02-05,1,P004,Maggi 2-Minute Noodles,Snacks,South,238,16,24,14,48,15,Cloudy,0,50.02,Low
2024-02-05,1,P005,Tata Salt 1kg,Staples,South,243,63,77,66,22,10,Stormy,0,23.4,Low
2024-02-05,1,P006,Coca-Cola 600ml,Beverages,South,70,36,36,35,40,0,Stormy,0,38.78,Low
2024-02-05,1,P007,Parle-G 800g,Snacks,South,107,73,83,76,65,20,Stormy,1,63.08,Low
2024-02-05,1,P008,Surf Excel 1kg,Cleaning,South,188,25,39,22,220,0,Stormy,0,227.75,Low
2024-02-05,1,P009,Amul Butter 500g,Dairy,South,217,13,27,14,275,15,Sunny,1,259.99,Low
2024-02-05,1,P010,Red Label Tea 500g,Beverages,South,53,19,33,19,255,20,Rainy,0,231.19,Low
2024-02-06,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,293,75,88,73,58,5,Sunny,0,61.57,Low
2024-02-06,1,P002,Britannia Good Day 600g,Snacks,South,256,81,98,78,120,0,Cloudy,0,108.0,Low
2024-02-06,1,P003,Aashirvaad Atta 5kg,Staples,South,169,69,82,69,248,15,Stormy,0,250.31,Low
2024-02-06,1,P004,Maggi 2-Minute Noodles,Snacks,South,79,62,75,60,48,0,Sunny,1,50.3,Low
2024-02-06,1,P005,Tata Salt 1kg,Staples,South,264,40,55,43,22,0,Cloudy,0,23.43,Low
2024-02-06,1,P006,Coca-Cola 600ml,Beverages,South,77,36,55,37,40,15,Rainy,0,38.44,Low
2024-02-06,1,P007,Parle-G 800g,Snacks,South,224,82,101,84,65,15,Sunny,0,59.39,Low
2024-02-06,1,P008,Surf Excel 1kg,Cleaning,South,113,34,34,36,220,5,Sunny,0,224.33,Low
2024-02-06,1,P009,Amul Butter 500g,Dairy,South,236,52,65,55,275,5,Rainy,1,295.75,Low
2024-02-06,1,P010,Red Label Tea 500g,Beverages,South,174,19,32,19,255,0,Stormy,0,261.43,Low
2024-02-07,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,225,41,52,38,58,0,Stormy,0,62.13,Low
2024-02-07,1,P002,Britannia Good Day 600g,Snacks,South,97,34,53,33,120,0,Stormy,0,125.7,Low
2024-02-07,1,P003,Aashirvaad Atta 5kg,Staples,South,117,26,28,21,248,0,Stormy,1,251.56,Low
2024-02-07,1,P004,Maggi 2-Minute Noodles,Snacks,South,217,68,79,68,48,5,Cloudy,0,44.52,Low
2024-02-07,1,P005,Tata Salt 1kg,Staples,South,142,47,54,46,22,0,Cloudy,1,23.27,Low
2024-02-07,1,P006,Coca-Cola 600ml,Beverages,South,104,63,69,61,40,15,Stormy,0,43.77,Low
2024-02-07,1,P007,Parle-G 800g,Snacks,South,265,54,55,55,65,0,Sunny,1,66.74,Low
2024-02-07,1,P008,Surf Excel 1kg,Cleaning,South,194,32,43,32,220,0,Rainy,1,208.51,Low
2024-02-07,1,P009,Amul Butter 500g,Dairy,South,234,51,63,46,275,0,Stormy,0,281.09,Low
2024-02-07,1,P010,Red Label Tea 500g,Beverages,South,105,73,89,73,255,0,Cloudy,0,240.67,Low
2024-02-08,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,173,71,71,75,58,20,Sunny,0,58.84,Low
2024-02-08,1,P002,Britannia Good Day 600g,Snacks,South,103,61,69,64,120,10,Sunny,0,127.64,Low
2024-02-08,1,P003,Aashirvaad Atta 5kg,Staples,South,108,48,54,49,248,0,Rainy,0,256.7,Low
2024-02-08,1,P004,Maggi 2-Minute Noodles,Snacks,South,188,73,85,68,48,5,Rainy,1,51.67,Low
2024-02-08,1,P005,Tata Salt 1kg,Staples,South,61,74,89,69,22,10,Cloudy,0,24.0,Low
2024-02-08,1,P006,Coca-Cola 600ml,Beverages,South,202,21,34,22,40,15,Sunny,0,36.48,Low
2024-02-08,1,P007,Parle-G 800g,Snacks,South,131,75,92,71,65,5,Cloudy,0,64.43,Low
2024-02-08,1,P008,Surf Excel 1kg,Cleaning,South,196,31,45,33,220,5,Sunny,0,215.79,Low
2024-02-08,1,P009,Amul Butter 500g,Dairy,South,90,74,80,70,275,20,Sunny,0,283.05,Low
2024-02-08,1,P010,Red Label Tea 500g,Beverages,South,254,70,79,66,255,0,Cloudy,0,260.74,Low
2024-02-09,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,133,39,44,38,58,0,Sunny,0,61.82,Low
2024-02-09,1,P002,Britannia Good Day 600g,Snacks,South,51,46,62,49,120,15,Stormy,0,118.77,Low
2024-02-09,1,P003,Aashirvaad Atta 5kg,Staples,South,256,76,80,75,248,15,Sunny,0,240.22,Low
2024-02-09,1,P004,Maggi 2-Minute Noodles,Snacks,South,77,37,47,33,48,5,Rainy,0,45.84,Low
2024-02-09,1,P005,Tata Salt 1kg,Staples,South,171,67,78,63,22,0,Rainy,1,22.35,Low
2024-02-09,1,P006,Coca-Cola 600ml,Beverages,South,124,57,72,61,40,0,Sunny,0,41.64,Low
2024-02-09,1,P007,Parle-G 800g,Snacks,South,83,48,52,49,65,5,Sunny,1,68.4,Low
2024-02-09,1,P008,Surf Excel 1kg,Cleaning,South,68,75,84,71,220,5,Rainy,0,214.98,Low
2024-02-09,1,P009,Amul Butter 500g,Dairy,South,98,46,62,46,275,10,Stormy,0,293.79,Low
2024-02-09,1,P010,Red Label Tea 500g,Beverages,South,279,76,76,74,255,0,Sunny,0,254.27,Low
2024-02-10,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,124,89,101,87,58,0,Rainy,0,52.56,Low
2024-02-10,1,P002,Britannia Good Day 600g,Snacks,South,100,58,75,58,120,0,Sunny,0,119.71,Low
2024-02-10,1,P003,Aashirvaad Atta 5kg,Staples,South,171,73,77,77,248,5,Sunny,0,267.26,Low
2024-02-10,1,P004,Maggi 2-Minute Noodles,Snacks,South,250,36,52,34,48,0,Sunny,1,46.47,Low
2024-02-10,1,P005,Tata Salt 1kg,Staples,South,214,23,31,18,22,10,Cloudy,0,23.15,Low
2024-02-10,1,P006,Coca-Cola 600ml,Beverages,South,180,109,118,105,40,10,Rainy,0,36.46,Low
2024-02-10,1,P007,Parle-G 800g,Snacks,South,70,85,96,86,65,5,Rainy,0,66.05,Low
2024-02-10,1,P008,Surf Excel 1kg,Cleaning,South,190,47,61,43,220,0,Stormy,0,232.43,Low
2024-02-10,1,P009,Amul Butter 500g,Dairy,South,153,77,95,76,275,20,Sunny,1,249.67,Low
2024-02-10,1,P010,Red Label Tea 500g,Beverages,South,213,40,58,39,255,0,Rainy,0,256.7,Low
2024-02-11,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,280,40,44,35,58,5,Sunny,0,52.6,Low
2024-02-11,1,P002,Britannia Good Day 600g,Snacks,South,164,38,56,42,120,5,Stormy,1,128.73,Low
2024-02-11,1,P003,Aashirvaad Atta 5kg,Staples,South,151,89,99,84,248,15,Stormy,0,242.37,Low
2024-02-11,1,P004,Maggi 2-Minute Noodles,Snacks,South,291,47,63,44,48,10,Cloudy,0,47.11,Low
2024-02-11,1,P005,Tata Salt 1kg,Staples,South,288,95,98,96,22,10,Rainy,1,24.18,Low
2024-02-11,1,P006,Coca-Cola 600ml,Beverages,South,222,44,60,39,40,0,Sunny,1,37.92,Low
2024-02-11,1,P007,Parle-G 800g,Snacks,South,236,66,70,67,65,0,Stormy,0,67.44,Low
2024-02-11,1,P008,Surf Excel 1kg,Cleaning,South,103,72,81,76,220,15,Sunny,1,234.07,Low
2024-02-11,1,P009,Amul Butter 500g,Dairy,South,233,70,84,67,275,0,Cloudy,1,302.21,Low
2024-02-11,1,P010,Red Label Tea 500g,Beverages,South,79,72,78,69,255,0,Stormy,0,261.78,Low
2024-02-12,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,190,28,35,30,58,10,Stormy,1,61.59,Low
2024-02-12,1,P002,Britannia Good Day 600g,Snacks,South,84,13,14,15,120,20,Sunny,0,109.86,Low
2024-02-12,1,P003,Aashirvaad Atta 5kg,Staples,South,124,18,20,20,248,0,Cloudy,1,251.82,Low
2024-02-12,1,P004,Maggi 2-Minute Noodles,Snacks,South,94,42,60,42,48,0,Stormy,0,48.01,Low
2024-02-12,1,P005,Tata Salt 1kg,Staples,South,151,66,67,62,22,0,Sunny,1,21.1,Low
2024-02-12,1,P006,Coca-Cola 600ml,Beverages,South,88,70,72,72,40,20,Cloudy,1,39.24,Low
2024-02-12,1,P007,Parle-G 800g,Snacks,South,102,42,48,37,65,0,Sunny,0,71.23,Low
2024-02-12,1,P008,Surf Excel 1kg,Cleaning,South,102,48,66,51,220,0,Cloudy,0,237.1,Low
2024-02-12,1,P009,Amul Butter 500g,Dairy,South,59,41,44,43,275,15,Stormy,1,285.04,Low
2024-02-12,1,P010,Red Label Tea 500g,Beverages,South,205,40,53,38,255,10,Stormy,0,257.68,Low
2024-02-13,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,108,25,32,21,58,5,Rainy,0,55.5,Low
2024-02-13,1,P002,Britannia Good Day 600g,Snacks,South,176,28,38,31,120,5,Sunny,0,110.47,Low
2024-02-13,1,P003,Aashirvaad Atta 5kg,Staples,South,145,75,80,70,248,20,Stormy,0,246.36,Low
2024-02-13,1,P004,Maggi 2-Minute Noodles,Snacks,South,221,19,29,22,48,0,Rainy,0,48.62,Low
2024-02-13,1,P005,Tata Salt 1kg,Staples,South,245,54,57,50,22,20,Rainy,0,21.66,Low
2024-02-13,1,P006,Coca-Cola 600ml,Beverages,South,105,30,41,27,40,10,Sunny,0,36.34,Low
2024-02-13,1,P007,Parle-G 800g,Snacks,South,109,38,47,39,65,10,Sunny,0,67.16,Low
2024-02-13,1,P008,Surf Excel 1kg,Cleaning,South,60,53,69,51,220,20,Sunny,0,209.83,Low
2024-02-13,1,P009,Amul Butter 500g,Dairy,South,260,47,58,46,275,0,Sunny,0,274.92,Low
2024-02-13,1,P010,Red Label Tea 500g,Beverages,South,148,56,70,52,255,15,Rainy,1,229.65,Low
2024-02-14,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,62,24,41,23,58,10,Stormy,0,60.55,Low
2024-02-14,1,P002,Britannia Good Day 600g,Snacks,South,215,26,36,26,120,15,Sunny,1,124.27,Low
2024-02-14,1,P003,Aashirvaad Atta 5kg,Staples,South,211,66,74,68,248,20,Stormy,0,259.76,Low
2024-02-14,1,P004,Maggi 2-Minute Noodles,Snacks,South,221,26,33,26,48,15,Sunny,1,44.02,Low
2024-02-14,1,P005,Tata Salt 1kg,Staples,South,62,54,70,54,22,15,Cloudy,0,20.98,Low
2024-02-14,1,P006,Coca-Cola 600ml,Beverages,South,95,71,83,70,40,15,Stormy,0,36.15,Low
2024-02-14,1,P007,Parle-G 800g,Snacks,South,187,58,60,61,65,0,Rainy,0,65.4,Low
2024-02-14,1,P008,Surf Excel 1kg,Cleaning,South,73,82,92,85,220,5,Cloudy,1,215.5,Low
2024-02-14,1,P009,Amul Butter 500g,Dairy,South,168,29,44,24,275,5,Cloudy,1,254.41,Low
2024-02-14,1,P010,Red Label Tea 500g,Beverages,South,236,71,85,74,255,0,Sunny,0,251.71,Low
2024-02-15,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,104,41,47,39,58,0,Cloudy,1,52.22,Low
2024-02-15,1,P002,Britannia Good Day 600g,Snacks,South,254,55,61,53,120,20,Rainy,0,121.13,Low
2024-02-15,1,P003,Aashirvaad Atta 5kg,Staples,South,264,17,24,17,248,0,Stormy,1,226.46,Low
2024-02-15,1,P004,Maggi 2-Minute Noodles,Snacks,South,275,51,63,52,48,5,Cloudy,1,52.39,Low
2024-02-15,1,P005,Tata Salt 1kg,Staples,South,105,22,41,18,22,0,Rainy,1,20.13,Low
2024-02-15,1,P006,Coca-Cola 600ml,Beverages,South,108,66,77,67,40,0,Sunny,0,42.78,Low
2024-02-15,1,P007,Parle-G 800g,Snacks,South,132,80,90,79,65,5,Rainy,0,67.26,Low
2024-02-15,1,P008,Surf Excel 1kg,Cleaning,South,98,52,66,50,220,15,Stormy,0,218.68,Low
2024-02-15,1,P009,Amul Butter 500g,Dairy,South,223,64,81,68,275,0,Cloudy,0,274.85,Low
2024-02-15,1,P010,Red Label Tea 500g,Beverages,South,297,60,60,56,255,15,Rainy,0,241.84,Low
2024-02-16,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,246,80,85,80,58,15,Cloudy,0,57.53,Low
2024-02-16,1,P002,Britannia Good Day 600g,Snacks,South,190,32,34,32,120,10,Stormy,1,129.54,Low
2024-02-16,1,P003,Aashirvaad Atta 5kg,Staples,South,258,53,68,49,248,0,Rainy,1,255.89,Low
2024-02-16,1,P004,Maggi 2-Minute Noodles,Snacks,South,117,65,67,67,48,0,Cloudy,0,48.67,Low
2024-02-16,1,P005,Tata Salt 1kg,Staples,South,138,24,41,21,22,20,Rainy,0,22.54,Low
2024-02-16,1,P006,Coca-Cola 600ml,Beverages,South,53,40,51,37,40,10,Rainy,0,43.55,Low
2024-02-16,1,P007,Parle-G 800g,Snacks,South,294,62,77,58,65,0,Rainy,1,60.6,Low
2024-02-16,1,P008,Surf Excel 1kg,Cleaning,South,288,20,20,21,220,0,Rainy,1,222.86,Low
2024-02-16,1,P009,Amul Butter 500g,Dairy,South,186,42,46,46,275,5,Sunny,1,298.44,Low
2024-02-16,1,P010,Red Label Tea 500g,Beverages,South,262,61,70,63,255,0,Rainy,1,270.72,Low
2024-02-17,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,204,47,49,51,58,5,Sunny,0,56.81,Low
2024-02-17,1,P002,Britannia Good Day 600g,Snacks,South,292,50,50,53,120,10,Rainy,0,123.25,Low
2024-02-17,1,P003,Aashirvaad Atta 5kg,Staples,South,148,42,58,43,248,0,Cloudy,0,254.05,Low
2024-02-17,1,P004,Maggi 2-Minute Noodles,Snacks,South,142,92,111,91,48,0,Cloudy,1,51.33,Low
2024-02-17,1,P005,Tata Salt 1kg,Staples,South,197,28,47,29,22,0,Rainy,0,23.11,Low
2024-02-17,1,P006,Coca-Cola 600ml,Beverages,South,194,21,22,23,40,10,Sunny,0,39.45,Low
2024-02-17,1,P007,Parle-G 800g,Snacks,South,198,47,49,51,65,0,Rainy,0,63.09,Low
2024-02-17,1,P008,Surf Excel 1kg,Cleaning,South,203,81,88,80,220,10,Cloudy,1,234.22,Low
2024-02-17,1,P009,Amul Butter 500g,Dairy,South,291,54,73,56,275,0,Stormy,0,280.16,Low
2024-02-17,1,P010,Red Label Tea 500g,Beverages,South,298,87,90,91,255,20,Rainy,0,252.96,Low
2024-02-18,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,240,82,85,78,58,10,Stormy,1,59.79,Low
2024-02-18,1,P002,Britannia Good Day 600g,Snacks,South,234,19,35,20,120,10,Stormy,1,118.21,Low
